name,state_name,state_abbrev,slug,Median home price,Median rent,Population
Myrtle Beach,South Carolina,SC,myrtle-beach,216100,913,32700
Whitehall,Montana,MT,whitehall,145200,664,921
Myrtle,Mississippi,MS,myrtle,88300,669,540
Paden,Mississippi,MS,paden,61300,666,141
Inez,Kentucky,KY,inez,129200,552,998
Louisa,Kentucky,KY,louisa,137700,553,2703
Lisle,New York,NY,lisle,94600,633,228
Lava Hot Springs,Idaho,ID,lava-hot-springs,136100,655,232
Dows,Iowa,IA,dows,47600,548,580
Charles City,Iowa,IA,charles-city,93600,530,7396
Monroe,Iowa,IA,monroe,122700,634,1733
Friendship,Wisconsin,WI,friendship,91100,575,595
Alapaha,Georgia,GA,alapaha,82400,442,765
Valley Grande,Alabama,AL,valley-grande,143600,681,3708
Odessa,New York,NY,odessa,120600,638,461
Dayville,Oregon,OR,dayville,115000,675,113
Beverly Shores,Indiana,IN,beverly-shores,464700,979,516
Parnell,Iowa,IA,parnell,74200,807,221
Hale Center,Texas,TX,hale-center,69200,638,2088
Olton,Texas,TX,olton,62000,634,2013
Cambridge Springs,Pennsylvania,PA,cambridge-springs,85100,583,2639
Crossville,Illinois,IL,crossville,51400,458,802
Anna,Texas,TX,anna,210100,1749,13052
Portsmouth,Iowa,IA,portsmouth,107800,583,126
Grayson,California,CA,grayson,232900,1065,1364
Anson,Maine,ME,anson,62200,711,1075
Burlington,Massachusetts,MA,burlington,533800,1960,27650
Colmesneil,Texas,TX,colmesneil,94500,725,626
West Park,Florida,FL,west-park,174800,1426,15012
Royalton,Illinois,IL,royalton,49000,633,1173
Bertha,Minnesota,MN,bertha,63100,600,635
Randolph,Iowa,IA,randolph,82800,625,201
Ewing,Kentucky,KY,ewing,87100,772,283
Roseville,Pennsylvania,PA,roseville,132700,600,117
Petersburg,Nebraska,NE,petersburg,65000,608,408
Tallula,Illinois,IL,tallula,83600,671,511
Milladore,Wisconsin,WI,milladore,103600,750,276
St. Francis,Arkansas,AR,st-francis,47300,625,235
Red Cliff,Colorado,CO,red-cliff,345300,1875,345
Roswell,Ohio,OH,roswell,73800,629,224
Cave-In-Rock,Illinois,IL,cave-in-rock,46400,467,273
Creedmoor,Texas,TX,creedmoor,225000,983,201
Rocky,Oklahoma,OK,rocky,40600,745,140
Verdigris,Oklahoma,OK,verdigris,159600,1007,4460
Patch Grove,Wisconsin,WI,patch-grove,99200,781,170
Copenhagen,New York,NY,copenhagen,92800,742,833
Soda Bay,California,CA,soda-bay,233800,1098,878
Ritzville,Washington,WA,ritzville,115200,744,1680
Woodsfield,Ohio,OH,woodsfield,92800,516,2352
Pataskala,Ohio,OH,pataskala,184400,976,15585
New Carlisle,Ohio,OH,new-carlisle,91500,750,5584
Greensburg,Kansas,KS,greensburg,146700,665,863
Florala,Alabama,AL,florala,78000,532,1551
Summit,Mississippi,MS,summit,82200,736,2146
Colo,Iowa,IA,colo,118800,858,984
Blue Springs,Mississippi,MS,blue-springs,77500,591,384
Glendale,Arizona,AZ,glendale,214700,997,247813
Tucson,Arizona,AZ,tucson,155300,846,541482
Ladora,Iowa,IA,ladora,68800,375,255
Burnettsville,Indiana,IN,burnettsville,92200,744,409
Princeton,Kansas,KS,princeton,85000,596,237
Barryton,Michigan,MI,barryton,62000,621,398
Rosholt,Wisconsin,WI,rosholt,101400,659,499
Marcus,Iowa,IA,marcus,101500,673,1233
Trail Creek,Indiana,IN,trail-creek,135500,1036,1917
Tavares,Florida,FL,tavares,144900,1018,16752
Cleveland,Utah,UT,cleveland,164300,700,584
Kanosh,Utah,UT,kanosh,173800,725,699
Kanorado,Kansas,KS,kanorado,52500,608,224
Sabula,Iowa,IA,sabula,86500,625,491
Gorman,Texas,TX,gorman,44800,331,1302
Amboy,Minnesota,MN,amboy,94200,595,651
Laclede,Missouri,MO,laclede,66900,500,378
Tignall,Georgia,GA,tignall,79800,396,593
Riverside,California,CA,riverside,365300,1378,326414
Coalport,Pennsylvania,PA,coalport,52900,496,443
Bowler,Wisconsin,WI,bowler,81700,742,400
Redding,California,CA,redding,264900,1075,91580
DeRuyter,New York,NY,deruyter,84700,531,471
Madison,Virginia,VA,madison,235000,777,247
Spencer,New York,NY,spencer,114300,730,694
Mead,Oklahoma,OK,mead,61300,542,99
Salem,Oregon,OR,salem,242800,975,169259
Helix,Oregon,OR,helix,131900,1304,121
Olivehurst,California,CA,olivehurst,173100,988,13464
Cedar Point,Texas,TX,cedar-point,175000,948,795
Benoit,Mississippi,MS,benoit,61700,591,492
McLain,Mississippi,MS,mclain,60000,642,311
Mesick,Michigan,MI,mesick,63200,833,366
La Crescent,Minnesota,MN,la-crescent,184100,851,5138
Monmouth Beach,New Jersey,NJ,monmouth-beach,753200,2534,3212
Honey Grove,Texas,TX,honey-grove,77900,683,2092
Lumberton,Texas,TX,lumberton,170500,851,12692
Braswell,Georgia,GA,braswell,113200,836,322
Millen,Georgia,GA,millen,55600,637,2819
Rutledge,Georgia,GA,rutledge,178200,613,1104
Statham,Georgia,GA,statham,126100,858,2696
Necedah,Wisconsin,WI,necedah,100000,725,957
Mammoth,Arizona,AZ,mammoth,61900,642,1653
Belton,Texas,TX,belton,158400,924,21685
Flushing,Michigan,MI,flushing,120300,739,7968
Mooreton,North Dakota,ND,mooreton,98800,421,183
Meridian,New York,NY,meridian,101500,692,312
Buffalo Gap,Texas,TX,buffalo-gap,152300,693,731
Denver,Iowa,IA,denver,162800,588,1726
Thornton,Arkansas,AR,thornton,71700,576,595
Latah,Washington,WA,latah,141700,925,146
Turpin,Oklahoma,OK,turpin,96700,713,412
Laporte,Minnesota,MN,laporte,100800,530,152
Wilberforce,Ohio,OH,wilberforce,141700,1125,2311
Apalachin,New York,NY,apalachin,133200,733,1037
La Crosse,Wisconsin,WI,la-crosse,142500,793,51666
Gardendale,Texas,TX,gardendale,196000,1011,1819
Despard,West Virginia,WV,despard,52800,704,1098
Berthoud,Colorado,CO,berthoud,342800,1391,7191
Ringwood,New Jersey,NJ,ringwood,366400,1776,12251
Florham Park,New Jersey,NJ,florham-park,645800,2441,11623
Madison,Ohio,OH,madison,154200,773,3172
Indianola,Nebraska,NE,indianola,73100,575,559
Hills,Iowa,IA,hills,158600,990,780
Cuba,Missouri,MO,cuba,109500,547,3314
Matthews,Missouri,MO,matthews,74500,666,640
Minnetonka,Minnesota,MN,minnetonka,347900,1428,53025
Mountain Lake,Minnesota,MN,mountain-lake,75100,702,2092
Duluth,Minnesota,MN,duluth,163300,820,85915
Glen Lyon,Pennsylvania,PA,glen-lyon,75600,700,1698
Palmer Heights,Pennsylvania,PA,palmer-heights,206800,1176,3837
Adamstown,Maryland,MD,adamstown,443100,2045,2512
Gordon,Wisconsin,WI,gordon,108300,675,136
Birchwood Lakes,Pennsylvania,PA,birchwood-lakes,115600,1219,1139
Bellefonte,Pennsylvania,PA,bellefonte,191600,807,6282
Hamburg,New Jersey,NJ,hamburg,182500,1376,3148
Doland,South Dakota,SD,doland,35500,610,262
Bonnieville,Kentucky,KY,bonnieville,59400,640,197
Monroe Center,Illinois,IL,monroe-center,119400,917,399
Floyd,Virginia,VA,floyd,214800,754,724
Gumlog,Georgia,GA,gumlog,140600,866,2287
Florence,Montana,MT,florence,282800,754,643
Coffey,Missouri,MO,coffey,33100,825,207
Mercer,Missouri,MO,mercer,60000,294,279
Pilot Knob,Missouri,MO,pilot-knob,88400,622,828
Stotts City,Missouri,MO,stotts-city,37100,650,137
Accident,Maryland,MD,accident,144300,875,335
Hannibal,New York,NY,hannibal,88900,742,545
Unadilla,New York,NY,unadilla,87800,714,934
Spray,Oregon,OR,spray,114200,600,234
Van Alstyne,Texas,TX,van-alstyne,158100,1012,3906
Horn Lake,Mississippi,MS,horn-lake,106400,1033,27080
Byram,Mississippi,MS,byram,141700,1128,11578
Mendenhall,Mississippi,MS,mendenhall,90800,704,2924
Kermit,Texas,TX,kermit,59600,858,6503
Grand Saline,Texas,TX,grand-saline,71900,701,3115
Wellington,Utah,UT,wellington,122500,700,1428
Centerfield,Utah,UT,centerfield,205100,671,1568
Tappahannock,Virginia,VA,tappahannock,179300,866,2068
Crawfordsville,Iowa,IA,crawfordsville,75000,779,353
Falconer,New York,NY,falconer,69900,623,2399
Miles,Texas,TX,miles,89100,777,961
Seven Valleys,Pennsylvania,PA,seven-valleys,145500,885,467
Cylinder,Iowa,IA,cylinder,62000,665,105
Harveyville,Kansas,KS,harveyville,66200,564,307
Cross Hill,South Carolina,SC,cross-hill,56000,663,545
Janesville,Wisconsin,WI,janesville,142500,858,64245
Waldo,Alabama,AL,waldo,62000,825,235
Barnett,Missouri,MO,barnett,55000,613,225
Howardville,Missouri,MO,howardville,45000,655,270
Sullivan,Wisconsin,WI,sullivan,183300,857,686
Waubay,South Dakota,SD,waubay,71800,447,518
Needville,Texas,TX,needville,126900,1074,3068
Reddick,Florida,FL,reddick,74700,804,592
Oakwood,Texas,TX,oakwood,71900,865,787
Perrytown,Arkansas,AR,perrytown,87100,721,478
Montross,Virginia,VA,montross,181600,786,431
Chauncey,Georgia,GA,chauncey,53500,581,359
Des Moines,Iowa,IA,des-moines,133200,855,215636
Amo,Indiana,IN,amo,126000,1074,493
Campbell Hill,Illinois,IL,campbell-hill,84400,613,374
Menan,Idaho,ID,menan,157600,803,900
Bazine,Kansas,KS,bazine,41500,531,340
Smithton,Pennsylvania,PA,smithton,92000,761,486
St. Thomas,North Dakota,ND,st-thomas,64300,703,284
Camarillo,California,CA,camarillo,602000,2006,68122
Wellington,Missouri,MO,wellington,110100,277,774
Chalfant,Pennsylvania,PA,chalfant,78400,605,683
Pennsbury Village,Pennsylvania,PA,pennsbury-village,114400,1101,720
Stowe,Vermont,VT,stowe,325000,778,201
Montrose,West Virginia,WV,montrose,150000,665,158
Jackson,Mississippi,MS,jackson,90700,847,166383
Inverness,Mississippi,MS,inverness,90000,713,931
Seth Ward,Texas,TX,seth-ward,44000,643,1825
East Kingston,New York,NY,east-kingston,134200,1136,469
Wauna,Washington,WA,wauna,334000,1292,4294
Stacy,Minnesota,MN,stacy,163400,1188,1987
Eutawville,South Carolina,SC,eutawville,115000,534,258
Mayesville,South Carolina,SC,mayesville,72500,540,545
Minatare,Nebraska,NE,minatare,60100,625,896
Biscay,Minnesota,MN,biscay,93000,1094,135
Lagro,Indiana,IN,lagro,53300,642,450
Tiger,Georgia,GA,tiger,159400,645,565
Oak Creek,Colorado,CO,oak-creek,166500,971,959
Rockwall,Texas,TX,rockwall,261400,1295,44101
East Wenatchee,Washington,WA,east-wenatchee,274800,938,13960
Maribel,Wisconsin,WI,maribel,129000,533,414
Kanopolis,Kansas,KS,kanopolis,75000,631,574
Winchester,Kansas,KS,winchester,79300,500,578
Scandia,Kansas,KS,scandia,47900,521,454
McIntosh,Minnesota,MN,mcintosh,68200,616,612
Greenwich,New York,NY,greenwich,171400,890,2149
Nunapitchuk,Alaska,AK,nunapitchuk,52500,625,990
Fox Point,Wisconsin,WI,fox-point,325700,1252,6650
Anchorage,Alaska,AK,anchorage,314800,1320,293531
Chattanooga,Tennessee,TN,chattanooga,167500,859,179690
Kiana,Alaska,AK,kiana,108300,858,285
Superior,Wisconsin,WI,superior,160300,1128,802
Antwerp,New York,NY,antwerp,113800,694,580
Rentiesville,Oklahoma,OK,rentiesville,72500,633,122
Roff,Oklahoma,OK,roff,73300,679,698
Bull Run,Virginia,VA,bull-run,247500,1612,16651
Worland,Wyoming,WY,worland,145900,633,5180
Sundance,Wyoming,WY,sundance,220300,879,1705
Lusk,Wyoming,WY,lusk,129500,578,1558
Bellingham,Washington,WA,bellingham,374700,1056,88764
Medical Lake,Washington,WA,medical-lake,198300,692,4938
Rivesville,West Virginia,WV,rivesville,111900,738,998
New Auburn,Wisconsin,WI,new-auburn,114800,825,564
Cerro Gordo,North Carolina,NC,cerro-gordo,73400,631,204
Melody Hill,Indiana,IN,melody-hill,159200,1550,3761
Ellendale,Minnesota,MN,ellendale,109900,787,739
North York,Pennsylvania,PA,north-york,93000,943,2181
Fairfax,Ohio,OH,fairfax,142300,968,1748
North Catasauqua,Pennsylvania,PA,north-catasauqua,177500,892,2831
Commerce,Georgia,GA,commerce,116400,788,6858
Brockton,Montana,MT,brockton,50000,260,319
Beaux Arts Village,Washington,WA,beaux-arts-village,1525000,1375,407
Angola on the Lake,New York,NY,angola-on-the-lake,106300,941,1692
Orlovista,Florida,FL,orlovista,102800,963,6416
Pisgah,Alabama,AL,pisgah,106800,391,734
Seneca,South Carolina,SC,seneca,158000,693,8368
Blakely,Pennsylvania,PA,blakely,160800,837,6258
Barnard,Missouri,MO,barnard,50700,479,227
Valley Bend,West Virginia,WV,valley-bend,71500,741,497
Dickens,Texas,TX,dickens,38800,390,281
Bainbridge,Indiana,IN,bainbridge,96600,759,728
Lake Fenton,Michigan,MI,lake-fenton,241700,1115,5284
Sharon Springs,Kansas,KS,sharon-springs,76000,563,882
Rogersville,Pennsylvania,PA,rogersville,108800,840,232
Columbus,Pennsylvania,PA,columbus,93500,708,857
Blandon,Pennsylvania,PA,blandon,194000,1215,8111
Pleasanton,Nebraska,NE,pleasanton,115600,936,391
Ransomville,New York,NY,ransomville,148400,1049,1553
Brookridge,Florida,FL,brookridge,76400,996,4412
Oswego,New York,NY,oswego,87500,774,17470
Fordsville,Kentucky,KY,fordsville,57900,528,552
Huntington Station,New York,NY,huntington-station,376500,1693,32866
Pahala,Hawaii,HI,pahala,202900,825,1827
Ancient Oaks,Pennsylvania,PA,ancient-oaks,293300,1558,7387
Marion,Iowa,IA,marion,168700,725,39328
Shenandoah,Iowa,IA,shenandoah,85000,663,4897
Phoenix,Oregon,OR,phoenix,188400,814,4582
Saginaw,Texas,TX,saginaw,168900,1206,23321
Shenandoah,Texas,TX,shenandoah,261000,1071,2887
Denair,California,CA,denair,306500,1166,5101
Las Lomas,Texas,TX,las-lomas,56800,542,2666
Russell,Georgia,GA,russell,86300,847,1497
Miracle Valley,Arizona,AZ,miracle-valley,104900,1043,764
Plainfield,New Hampshire,NH,plainfield,213600,1567,249
Wilkinsburg,Pennsylvania,PA,wilkinsburg,87800,838,15485
Dayton,Ohio,OH,dayton,66800,706,140569
Lake Ka-Ho,Illinois,IL,lake-ka-ho,55600,764,234
Spinnerstown,Pennsylvania,PA,spinnerstown,285600,1721,1797
Bradfordsville,Kentucky,KY,bradfordsville,56700,696,293
Lodi,New York,NY,lodi,66300,827,326
Sharpsburg,Maryland,MD,sharpsburg,181300,769,784
Baywood,New York,NY,baywood,305000,2012,7275
San Carlos Park,Florida,FL,san-carlos-park,193900,1271,17961
Sciotodale,Ohio,OH,sciotodale,126400,528,861
Custer,Montana,MT,custer,82100,575,120
Maxwell,California,CA,maxwell,210300,929,1076
Buckeystown,Maryland,MD,buckeystown,406500,1838,1286
Warm Mineral Springs,Florida,FL,warm-mineral-springs,123400,1336,5390
Anchor Point,Alaska,AK,anchor-point,189000,930,2129
Nicholson,Pennsylvania,PA,nicholson,142700,791,670
Ludlow Falls,Ohio,OH,ludlow-falls,86800,810,279
Inman,Kansas,KS,inman,124900,774,1406
Gaston,North Carolina,NC,gaston,62000,853,1358
Hitchcock,South Dakota,SD,hitchcock,45000,1025,99
Arlington,South Dakota,SD,arlington,101600,745,1045
Robinson,Texas,TX,robinson,165300,1244,11646
Muldrow,Oklahoma,OK,muldrow,83800,754,3270
Taylor,Texas,TX,taylor,158400,931,17001
Apalachicola,Florida,FL,apalachicola,156000,776,2514
Layton,Florida,FL,layton,380000,1500,159
East Side,Pennsylvania,PA,east-side,105600,814,324
West Conshohocken,Pennsylvania,PA,west-conshohocken,355600,1568,1384
New Paris,Pennsylvania,PA,new-paris,96700,625,184
Powhattan,Kansas,KS,powhattan,22500,638,74
Red Oak,Iowa,IA,red-oak,82400,642,5362
West Chester,Pennsylvania,PA,west-chester,378400,1293,20034
Carthage,South Dakota,SD,carthage,50000,930,169
Jane Lew,West Virginia,WV,jane-lew,85700,638,428
Pine Grove,West Virginia,WV,pine-grove,89600,265,385
Oneida,Illinois,IL,oneida,81500,833,708
Frost,Minnesota,MN,frost,49000,480,212
Point Venture,Texas,TX,point-venture,285200,1621,1221
Taylortown,North Carolina,NC,taylortown,144600,499,1037
North Plains,Oregon,OR,north-plains,358600,1112,2942
Fisk,Missouri,MO,fisk,86900,514,321
Richland,Indiana,IN,richland,91400,644,398
Oakley,Idaho,ID,oakley,154900,736,821
Kangley,Illinois,IL,kangley,77900,638,240
St. Anthony,Minnesota,MN,st-anthony,269300,1092,9038
Skidmore,Missouri,MO,skidmore,46300,531,189
Wernersville,Pennsylvania,PA,wernersville,167600,1036,2793
Ewing,Nebraska,NE,ewing,52300,633,395
Port Royal,Pennsylvania,PA,port-royal,124000,630,857
Buxton,North Dakota,ND,buxton,138200,875,416
Lewisberry,Pennsylvania,PA,lewisberry,150000,808,482
Baldwin,Illinois,IL,baldwin,77500,830,317
Center Point,Iowa,IA,center-point,164200,729,2543
Forest Hills,North Carolina,NC,forest-hills,246600,770,304
Salunga,Pennsylvania,PA,salunga,221000,754,3139
Belgrade,Montana,MT,belgrade,243200,914,8685
Big Piney,Wyoming,WY,big-piney,141700,814,527
Saratoga,Wyoming,WY,saratoga,194200,671,1377
Clay City,Kentucky,KY,clay-city,59400,623,1124
Beattyville,Kentucky,KY,beattyville,74200,382,1375
Roselawn,Indiana,IN,roselawn,135000,817,3954
Seven Mile,Arizona,AZ,seven-mile,68500,508,950
Cruger,Mississippi,MS,cruger,40900,363,374
Donnelly,Minnesota,MN,donnelly,78600,925,244
Parmele,North Carolina,NC,parmele,69100,810,211
Niobrara,Nebraska,NE,niobrara,76900,621,293
Ambrose,Georgia,GA,ambrose,82100,428,266
Ellicottville,New York,NY,ellicottville,256000,775,279
Atlanta,Indiana,IN,atlanta,96700,809,954
Napoleon,North Dakota,ND,napoleon,94300,775,850
Richmondville,New York,NY,richmondville,117200,711,841
Peebles,Ohio,OH,peebles,96100,576,1992
Yatesville,Georgia,GA,yatesville,83200,697,387
Morse Bluff,Nebraska,NE,morse-bluff,88800,775,128
Sherman,New York,NY,sherman,71800,513,685
Carpenter,Iowa,IA,carpenter,55000,675,126
Hartsburg,Missouri,MO,hartsburg,116700,494,86
Ivanhoe,California,CA,ivanhoe,138700,788,4215
Terra Bella,California,CA,terra-bella,144000,777,3182
Luke,Maryland,MD,luke,25000,581,102
Wilmot,Arkansas,AR,wilmot,45400,633,447
University Gardens,New York,NY,university-gardens,787700,1665,4182
Fairview,New Jersey,NJ,fairview,428300,2333,3742
Mondamin,Iowa,IA,mondamin,90000,569,352
Springs,New York,NY,springs,718900,2353,7036
Nicholasville,Kentucky,KY,nicholasville,144800,792,30301
Athalia,Ohio,OH,athalia,86700,636,333
Portage Des Sioux,Missouri,MO,portage-des-sioux,136300,950,381
Edgewood,Kentucky,KY,edgewood,225600,1166,8745
Highland Heights,Kentucky,KY,highland-heights,108900,921,7149
Nooksack,Washington,WA,nooksack,271100,1240,1724
Chisago City,Minnesota,MN,chisago-city,261400,1091,5090
Lake Elmo,Minnesota,MN,lake-elmo,426600,1280,8969
Chestnut Ridge,New York,NY,chestnut-ridge,494800,1675,8057
Long Pine,Nebraska,NE,long-pine,48200,575,275
Cape Carteret,North Carolina,NC,cape-carteret,261600,1601,2403
Peletier,North Carolina,NC,peletier,119900,769,754
Georgetown,Pennsylvania,PA,georgetown,84700,853,1909
Graton,California,CA,graton,650000,1136,1889
Monte Alto,Texas,TX,monte-alto,62100,569,1968
Shandon,California,CA,shandon,290900,1706,1085
Rossmoor,New Jersey,NJ,rossmoor,119200,1427,2643
San Carlos,Texas,TX,san-carlos,57100,434,4020
Terrytown,Louisiana,LA,terrytown,162700,953,24953
King of Prussia,Pennsylvania,PA,king-of-prussia,320800,1456,21313
Hillrose,Colorado,CO,hillrose,107600,1156,291
Maury,North Carolina,NC,maury,70700,964,1375
Brady Lake,Ohio,OH,brady-lake,105800,850,436
Swink,Oklahoma,OK,swink,75000,575,50
Olivia,Minnesota,MN,olivia,122500,696,2471
Paynesville,Minnesota,MN,paynesville,129400,642,2503
Cyril,Oklahoma,OK,cyril,88900,559,981
Talihina,Oklahoma,OK,talihina,57700,544,992
Wagoner,Oklahoma,OK,wagoner,107200,745,8920
Cumberland Center,Maine,ME,cumberland-center,332000,1164,2926
Washington Mills,New York,NY,washington-mills,175800,1056,1428
Sheppton,Pennsylvania,PA,sheppton,93000,705,222
Hallock,Minnesota,MN,hallock,87400,716,1059
Manzanita,Oregon,OR,manzanita,456000,1050,393
Woodland,Alabama,AL,woodland,112500,675,240
Morgan's Point,Texas,TX,morgan-s-point,283300,1375,276
Mountain Park,Oklahoma,OK,mountain-park,28900,508,568
Marble Rock,Iowa,IA,marble-rock,54300,570,321
Big Falls,Wisconsin,WI,big-falls,56700,700,56
Funston,Georgia,GA,funston,77900,772,565
Madrid,Alabama,AL,madrid,80000,643,334
Swedesboro,New Jersey,NJ,swedesboro,202600,1338,2579
Oak City,North Carolina,NC,oak-city,83600,615,257
Belle Center,Ohio,OH,belle-center,94700,819,839
Marathon,New York,NY,marathon,91300,599,926
Oakland,Pennsylvania,PA,oakland,74300,666,615
Simpsonville,South Carolina,SC,simpsonville,173400,1059,22234
Irving,Illinois,IL,irving,52900,294,377
New Waterford,Ohio,OH,new-waterford,93800,525,945
Reydon,Oklahoma,OK,reydon,70700,513,139
Little Rock,Arkansas,AR,little-rock,167600,872,197958
South Daytona,Florida,FL,south-daytona,146800,995,12879
Jenkins,Minnesota,MN,jenkins,162500,763,417
Memphis,Missouri,MO,memphis,67300,518,1706
Southampton,New York,NY,southampton,1226400,1870,3285
Kane,Illinois,IL,kane,67000,613,255
Bluffton,South Carolina,SC,bluffton,290800,1747,20799
Waynesville,North Carolina,NC,waynesville,161800,814,9965
Hickory Grove,South Carolina,SC,hickory-grove,84600,1094,509
Achille,Oklahoma,OK,achille,61500,659,368
Juneau,Alaska,AK,juneau,345900,1310,32227
Bethel,Alaska,AK,bethel,280400,1552,6472
Lucan,Minnesota,MN,lucan,64100,500,168
Mill Creek,Oklahoma,OK,mill-creek,53600,731,311
St. Olaf,Iowa,IA,st-olaf,71700,538,160
Eros,Louisiana,LA,eros,83300,395,213
Owensville,Ohio,OH,owensville,120600,447,883
Columbus,Georgia,GA,columbus,141300,906,195739
Vanlue,Ohio,OH,vanlue,80800,738,328
Hollansburg,Ohio,OH,hollansburg,49100,491,214
Aurora,Minnesota,MN,aurora,66600,578,1775
Mountain House,California,CA,mountain-house,595700,2547,17966
Hoagland,Indiana,IN,hoagland,119600,833,951
Freeport,Maine,ME,freeport,177400,991,1537
Hutchinson Island South,Florida,FL,hutchinson-island-south,269200,1262,5204
Arizona Village,Arizona,AZ,arizona-village,106100,526,1117
Five Points,Florida,FL,five-points,162100,646,1393
